appId,reviewId,userName,score,content,thumbsUpCount,at
,,Shrimathi Devi,9,,0,not-a-date
com.google.android.apps.labs.language.tailwind,850707be-99ca-407d-9706-17a6d911be3c,CS,4,"Please provide the following options in NotebookLM: 1. option to create ""folders"" in Studio section so that query results, mind maps, quizzes and flash cards can be arranged according to the topics. 2. option to delete a particular query and not the whole chat history. This option is already provided by ChatGPT. 3. option to Rename the mind maps, quizzes and flash cards.",0,2026-01-30 15:09:09
com.google.android.apps.labs.language.tailwind,e1e1f07a-0b91-4518-b224-53b5cb886fe7,Indra Mohan Yadav,3,good 👍,0,2026-01-30 14:49:37
com.google.android.apps.labs.language.tailwind,a21da528-4572-4206-8c46-a8ef70c76ffd,Paul Dawkins,5,great features. still navigating it all but works well,0,2026-01-30 14:45:32
com.google.android.apps.labs.language.tailwind,88eea77e-7f1a-4892-8d54-7a116e7b6d09,Neeta Shah,5,this app is the holy grail for someone like me😭😭. this app helped me well organising my notes and everything. it has amazing features and I'm using it without any complaints so far.,0,2026-01-30 13:43:36
com.google.android.apps.labs.language.tailwind,36ecc15b-b791-4d44-8a07-b8a4f1717e10,Aladhysa,5,EXCELLENT APP MAYBE THIS APP WOULD CHANGE MY WAY OF THINKING,0,2026-01-30 13:39:01
com.google.android.apps.labs.language.tailwind,9b6ad441-d7a8-42df-bb61-518e820d37db,Manish Choudhary,4,👍,0,2026-01-30 12:51:53
com.google.android.apps.labs.language.tailwind,da2312d9-9772-498c-b76e-337d4d44cf85,Henry Camacho,5,"""NotebookLM has completely transformed how I handle my notes and research. Uploading notes and class materials, I can ask questions and get clear, context-aware answers instantly, which makes studying so much faster and less stressful. It summarizes complex information in a way that actually makes sense. It feels like having a personal tutor who remembers everything, and it has saved me countless hours of work. Definitely a 5/5 for NotebookLM.",0,2026-01-30 12:25:48
com.google.android.apps.labs.language.tailwind,68c7188d-8ac0-48a8-97be-7ad8e576f03d,Anuj Maheshwari,5,best thing ive ever come accross,0,2026-01-30 11:55:41
com.google.android.apps.labs.language.tailwind,79a79411-bfee-48bc-a9fc-315d0af5cd42,Kassam Merchant,5,Amazing concept. Makes learning fun!,0,not-a-date
com.google.android.apps.labs.language.tailwind,3bd59e5e-4c3b-4ad2-b2e5-fea8d793e9bb,Hassan Irshad,very_good,ഞാൻ പരസ്യത്തിൽ വീഡിയോ ഉണ്ടാക്കുന്നത് ആയിട്ട് ഞാൻ കണ്ടിട്ടുണ്ടായിരുന്നു പക്ഷെ ഇപ്പോൾ അത് കാണുന്നില്ലല്ലോ,0,2026-01-30 11:19:06
com.google.android.apps.labs.language.tailwind,,נטליה ויינר,3,no Hebrew at the app. can't connect to android auto to listen to podcasts,0,2026-01-30 10:56:36
com.google.android.apps.labs.language.tailwind,6d043237-2f3f-402f-8de2-70aa51fb311d,Sajib,5,A game changer !!! 👏,0,2026-01-30 10:41:01
com.google.android.apps.labs.language.tailwind,f3b0de70-d8d4-45c3-8496-648a59f47061,Youssef,1,,0,2026-01-30 10:38:07
com.google.android.apps.labs.language.tailwind,5c23ca76-ff25-448e-a07f-2c4901cf40ae,DOCTOR AMAR,9,Google... YOU ARE NEXT LEVEL.. ALMOST GOD LEVEL. THIS APP HAS MADE ALL MY BOOKS ENJOYABLE TO LISTEN.. WHOLE LIBRARY OF MY FAV DOCUMENTS. I AM YOUR FAN FOR LIFE.,0,2026-01-30 10:14:23
com.google.android.apps.labs.language.tailwind,05b11c39-2b8d-4b63-83dd-19c6818a7055,Ketannannu,1,no generate infographic,0,2026-01-30 09:23:06
,3d5241ae-1eac-4338-ae77-d5256f671cce,Miftahur Rachman,5,Sangat membantu untuk riset,0,2026-01-30 09:13:28
com.google.android.apps.labs.language.tailwind,2275078d-ae7d-44be-8d46-ab967874a06b,Billy Lawrence,5,the best ❤️❤️,0,2026-01-30 08:33:21
com.google.android.apps.labs.language.tailwind,89e1b19e-9075-4472-b1c0-3233ef7919bd,Badal Hasan,5,awesome,0,not-a-date
com.google.android.apps.labs.language.tailwind,2a805179-d5d2-46b1-bb96-368ed594883d,Nokuphila Simelane,5,"I absolutely love this app. That's it, that's the post, love it 😁",0,2026-01-30 06:30:38
com.google.android.apps.labs.language.tailwind,d9042d63-18b1-4c89-869e-470d0e5c3071,Wʌsɩɱ Aĸʜtʌʀ,very_good,add more options,0,2026-01-30 06:30:37
com.google.android.apps.labs.language.tailwind,d3c53a92-8639-4b43-985b-f19fd9a1931e,Marcus Cota (Karcist),5,best thing every,0,2026-01-30 06:10:06
com.google.android.apps.labs.language.tailwind,,Nikhil Pawar,5,very good,0,2026-01-30 06:08:38
com.google.android.apps.labs.language.tailwind,c66d8fd5-492f-483c-9750-79ae2fe31726,Phil Zills,5,it's awesome,0,2026-01-30 05:50:42
com.google.android.apps.labs.language.tailwind,bb7c3cb8-4f57-490b-8e85-518bc5c6f69c,Pradeep Sharma,5,very good app for students,0,2026-01-30 05:00:21
com.google.android.apps.labs.language.tailwind,94c88bb4-cb68-4d3b-a15f-2c9f11cfbe94,Jeffery Ward,5,"Wow. As someone in their mid 40's going back to college for AI development, this makes me excited. Not only has it revolutionized how I approach note taking, it makes me excited that such awesome tools like NotebookLM can be dreamt up and created. Kudos to the team that built this.",1,2026-01-30 04:57:02
com.google.android.apps.labs.language.tailwind,75e73c55-47aa-4c90-8ad8-0b5d94691216,Dr.Ratnakar R. Dasari,5,,0,2026-01-30 04:39:10
com.google.android.apps.labs.language.tailwind,bd3c10f0-cce6-4779-b280-bce6ffb567cb,منار مصطفى,5,EXLANT,0,not-a-date
com.google.android.apps.labs.language.tailwind,b6ee1cef-bd41-4984-8e32-08121896024f,Himanshu Goyal,9,best app,0,2026-01-30 03:49:10
com.google.android.apps.labs.language.tailwind,c872f1c4-0fef-4723-a319-e33118641e11,Antonio Morales,5,excellent,0,2026-01-30 03:30:18
com.google.android.apps.labs.language.tailwind,c11c91c0-26ab-4588-a4cb-0a7ba492ba8b,Maxwell Kasozi,very_good,Wonderful application of Knowledge understanding,0,2026-01-30 03:28:23
com.google.android.apps.labs.language.tailwind,90d7231f-a74e-48ec-8084-f8b4af97c3eb,Poompat Waratkiachthana,5,Great App.,0,2026-01-30 03:05:14
,b9facbd3-7891-4552-a6f0-001f074382bd,SHAKEER BUDILI,5,exlent,0,2026-01-30 02:51:29
com.google.android.apps.labs.language.tailwind,,Ricardo Guerrero,5,I love this app,0,2026-01-30 00:08:15
